postion,age
380.996739,8.463
381.1469822,8.466
381.2978886,8.469
381.4494542,8.472
381.601675,8.475
381.7545466,8.478
381.9080648,8.481
382.0622248,8.484
382.2170221,8.487
382.3724517,8.49
382.5285085,8.493
382.6851874,8.496
382.8424831,8.499
383.0003899,8.502
383.1589024,8.505
383.3180146,8.508
383.4777206,8.511
383.6380144,8.514
383.7988896,8.517
383.9603399,8.52
384.1223588,8.523
384.2849397,8.526
384.4480756,8.529
384.6117597,8.532
384.7759848,8.535
384.9407439,8.538
385.1060294,8.541
385.271834,8.544
385.4381501,8.547
385.6049699,8.55
385.7722856,8.553
385.9400892,8.556
386.1083726,8.559
386.2771276,8.562
386.4463459,8.565
386.6160189,8.568
386.7861383,8.571
386.9566953,8.574
387.1276811,8.577
387.2990869,8.58
387.4709036,8.583
387.6431222,8.586
387.8157336,8.589
387.9887283,8.592
388.1620971,8.595
388.3358305,8.598
388.5099189,8.601
388.6843527,8.604
388.8591222,8.607
389.0342175,8.61
389.2096287,8.613
389.3853459,8.616
389.5613591,8.619
389.737658,8.622
389.9142326,8.625
390.0910726,8.628
390.2681675,8.631
390.4455072,8.634
390.623081,8.637
390.8008786,8.64
390.9788893,8.643
391.1571025,8.646
391.3355076,8.649
391.5140938,8.652
391.6928504,8.655
391.8717667,8.658
392.0508317,8.661
392.2300346,8.664
392.4093646,8.667
392.5888105,8.67
392.7683616,8.673
392.9480068,8.676
393.127735,8.679
393.3075353,8.682
393.4873966,8.685
393.6673078,8.688
393.8472578,8.691
394.0272356,8.694
394.2072301,8.697
394.3872301,8.7
394.5672245,8.703
